1_id,2_count,active,add_features,cut,cut_mode,emb_path,experiment_dir,kernelfunc,ninducing,optimization,pearson,runtime,size,spearman,task,task4
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.3997160113620232, 2.832082628348562e-32)",0:21:57,2700,"SpearmanrResult(correlation=0.3793417133837149, pvalue=5.51845996513831e-29)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.39876977292897664, 4.0742022421580777e-32)",0:23:57,2900,"SpearmanrResult(correlation=0.38313765988805226, pvalue=1.400610784110511e-29)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4199087334815353, 9.073124917465438e-36)",0:25:32,3100,"SpearmanrResult(correlation=0.40693417419252514, pvalue=1.699822050694579e-33)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4403028137645048, 1.5093850646290845e-39)",0:27:26,3300,"SpearmanrResult(correlation=0.4182219412524117, pvalue=1.8150259121674048e-35)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.416970158541835, 3.02863200852428e-35)",0:29:17,3500,"SpearmanrResult(correlation=0.4109800096222386, pvalue=3.407250156844538e-34)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4523954086338379, 6.508375523020757e-42)",0:31:31,3700,"SpearmanrResult(correlation=0.4328269273605234, pvalue=3.927444107580712e-38)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4833585624818038, 2.0238580296017297e-48)",0:33:23,3900,"SpearmanrResult(correlation=0.47608395282441773, pvalue=7.861824932295935e-47)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4227556531656216, 2.7901599301064376e-36)",0:35:13,4100,"SpearmanrResult(correlation=0.41028554140407497, pvalue=4.4967379378529615e-34)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.44824339942191455, 4.328746071490324e-41)",0:36:51,4300,"SpearmanrResult(correlation=0.4368837749999533, pvalue=6.768120510361262e-39)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.46886181409687344, 2.729002763838038e-45)",0:38:30,4500,"SpearmanrResult(correlation=0.4531297064060821, pvalue=4.642548560489828e-42)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4165151713149708, 3.646170081717998e-35)",0:40:31,4700,"SpearmanrResult(correlation=0.4039600295945605, pvalue=5.46297866024168e-33)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4570105266423929, 7.680353643083286e-43)",0:42:27,4900,"SpearmanrResult(correlation=0.4461469799619505, pvalue=1.1157229201338368e-40)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.46774764108192324, 4.6816030154412346e-45)",0:44:30,5100,"SpearmanrResult(correlation=0.4471984912918153, pvalue=6.944966479083496e-41)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.49566198159694974, 3.3847579324000463e-51)",0:46:32,5300,"SpearmanrResult(correlation=0.48301888329901, pvalue=2.4057309847784035e-48)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4606478292352416, 1.3926606884733896e-43)",0:48:34,5500,"SpearmanrResult(correlation=0.44187973150815685, pvalue=7.511489208038552e-40)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.500068884217532, 3.2146747781052783e-52)",0:50:55,5700,"SpearmanrResult(correlation=0.4946378760840305, pvalue=5.820874162650281e-51)",humour,False
results-2021-09-22_06-16-32,806,True,"('frequency', 'ngrams')",0.0,random_instances,../data/GoogleNews-vectors-negative300.vocab_sub_,experiment_humour_2021-09-22_06-16-31_bald_500_200_6000,matern_3_2,500,False,"(0.4353892775022734, 1.297151389670633e-38)",0:52:51,5900,"SpearmanrResult(correlation=0.43880686663266144, pvalue=2.9163687724493428e-39)",humour,False
